Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Domestic %,Foreign %
1146,Halloween Kills,131647155,92002155,69.9%,39645000,30.1%,2021.csv,2021,0.6988541074055113,0.30114589259448865
1147,The House with a Clock in Its Walls,131457147,68549695,52.1%,62907452,47.9%,2018.csv,2018,0.521460388912898,0.478539611087102
1148,Bewitched,131426169,63313159,48.2%,68113010,51.8%,2005.csv,2005,0.4817393634900824,0.5182606365099176
1149,Blade,131183530,70087718,53.4%,61095812,46.6%,1998.csv,1998,0.5342722367663075,0.4657277632336925
1150,School of Rock,131095614,81261177,62%,49834437,38%,2003.csv,2003,0.6198619047621227,0.3801380952378773
1151,Atonement,131016624,50927067,38.9%,80089557,61.1%,2007.csv,2007,0.3887069094376909,0.6112930905623091
1152,Munich,130982129,47403685,36.2%,83578444,63.8%,2005.csv,2005,0.36190956248695577,0.6380904375130443
1153,Man on Fire,130834852,77911774,59.5%,52923078,40.5%,2004.csv,2004,0.595497092777695,0.404502907222305
1154,"You, Me and Dupree",130628903,75628110,57.9%,55000793,42.1%,2006.csv,2006,0.5789538782240252,0.4210461217759748
1155,A Bad Moms Christmas,130560428,72110659,55.2%,58449769,44.8%,2017.csv,2017,0.5523163496369665,0.4476836503630334
1156,About a Boy,130549455,41385278,31.7%,89164177,68.3%,2002.csv,2002,0.317008431785487,0.682991568214513
1157,The Flintstones,130531208,130531208,100%,0,-,1994.csv,1994,1.0,0.0
1158,Cloud Atlas,130482868,27108272,20.8%,103374596,79.2%,2012.csv,2012,0.2077534960375028,0.7922465039624972
1159,Raya and the Last Dragon,130423032,54723032,42%,75700000,58%,2021.csv,2021,0.4195810445504748,0.5804189554495252
1160,Aliens vs. Predator: Requiem,130290885,41797066,32.1%,88493819,67.9%,2007.csv,2007,0.32079808192261494,0.6792019180773851
1161,Failure to Launch,130224158,88715192,68.1%,41508966,31.9%,2006.csv,2006,0.6812498799185939,0.3187501200814061
1162,Cheaper by the Dozen 2,130154568,82571173,63.4%,47583395,36.6%,2005.csv,2005,0.6344085672044949,0.3655914327955051
1163,Mean Girls,130125829,86058055,66.1%,44067774,33.9%,2004.csv,2004,0.6613449125461479,0.3386550874538521
1164,Red Cliff,129708433,627047,0.5%,129081386,99.5%,2008.csv,2008,0.004834280898297492,0.9951657191017025
1165,Julie & Julia,129540522,94125426,72.7%,35415096,27.3%,2009.csv,2009,0.7266099020351331,0.2733900979648669
1166,Resident Evil: Apocalypse,129342769,51201453,39.6%,78141316,60.4%,2004.csv,2004,0.3958586428592695,0.6041413571407305
1167,Warm Hug,129240236,0,-,129240236,100%,2020.csv,2020,0.0,1.0
1168,The Fighter,129190869,93617009,72.5%,35573860,27.5%,2009.csv,2009,0.7246410657706777,0.27535893422932234
1169,The Woman in Black,128955898,54333290,42.1%,74622608,57.9%,2012.csv,2012,0.4213323379749564,0.5786676620250436
1170,Space Cowboys,128884132,90464773,70.2%,38419359,29.8%,2000.csv,2000,0.70190776472002,0.29809223527998
1171,The Nutty Professor,128814019,128814019,100%,0,-,1996.csv,1996,1.0,0.0
1172,The Talented Mr. Ripley,128798265,81298265,63.1%,47500000,36.9%,1999.csv,1999,0.6312062122886516,0.36879378771134846
1173,The Forbidden Kingdom,128779982,52075270,40.4%,76704712,59.6%,2008.csv,2008,0.4043739499823816,0.5956260500176184
1174,The Heartbreak Kid,128453183,36787257,28.6%,91665926,71.4%,2007.csv,2007,0.2863864961602392,0.7136135038397609
1175,Pan,128388320,35088320,27.3%,93300000,72.7%,2015.csv,2015,0.2732983810365304,0.7267016189634695
1176,Space Station 3D,128363881,93383953,72.7%,34979928,27.3%,2002.csv,2002,0.7274939980974866,0.2725060019025134
1177,Sister,128317206,0,-,128317206,100%,2021.csv,2021,0.0,1.0
1178,Step Brothers,128107642,100468793,78.4%,27638849,21.6%,2008.csv,2008,0.7842529253641246,0.21574707463587536
1179,A Perfect Murder,128038368,67638368,52.8%,60400000,47.2%,1998.csv,1998,0.5282664021459568,0.47173359785404323
1180,Blended,127994610,46294610,36.2%,81700000,63.8%,2014.csv,2014,0.36169187124364066,0.6383081287563593
1181,Law Abiding Citizen,127944208,73357727,57.3%,54586481,42.7%,2009.csv,2009,0.5733571542371031,0.4266428457628969
1182,The Adjustment Bureau,127869379,62495645,48.9%,65373734,51.1%,2010.csv,2010,0.4887459803804944,0.5112540196195057
1183,U-571,127666415,77122415,60.4%,50544000,39.6%,2000.csv,2000,0.6040932143351875,0.39590678566481247
1184,Ad Astra,127461872,50188370,39.4%,77273502,60.6%,2019.csv,2019,0.393752023350167,0.606247976649833
1185,Midway,127420861,56846802,44.6%,70574059,55.4%,2019.csv,2019,0.4461341852022174,0.5538658147977826
1186,March of the Penguins,127392693,77437223,60.8%,49955470,39.2%,2005.csv,2005,0.60786235989218,0.39213764010782
1187,Predators,127233108,52000688,40.9%,75232420,59.1%,2010.csv,2010,0.40870406152461514,0.5912959384753849
1188,Dumb and Dumber,127175668,127175374,100%,294,<0.1%,1994.csv,1994,0.9999976882370297,2.3117629702562285e-06
1189,My Best Friend's Wedding,127120029,127120029,100%,0,-,1997.csv,1997,1.0,0.0
1190,The World Is Not Enough,126943684,126943684,100%,0,-,1999.csv,1999,1.0,0.0
1191,Sleepless in Seattle,126680884,126680884,100%,0,-,1993.csv,1993,1.0,0.0
1192,Chronicle,126636097,64575175,51%,62060922,49%,2012.csv,2012,0.5099270786906833,0.49007292130931673
1193,Walking with Dinosaurs 3D,126546518,36076121,28.5%,90470397,71.5%,2012.csv,2012,0.2850818937586256,0.7149181062413744
1194,Sex Tape,126069509,38543473,30.6%,87526036,69.4%,2014.csv,2014,0.30573191968249835,0.6942680803175016
1195,This Is the End,126041322,101470202,80.5%,24571120,19.5%,2013.csv,2013,0.8050550437736602,0.1949449562263398
1196,The King's Man,125897478,37176373,29.5%,88721105,70.5%,2021.csv,2021,0.29529084768481223,0.7047091523151877
1197,The Upside,125852517,108252517,86%,17600000,14%,2019.csv,2019,0.860153770305603,0.13984622969439697
1198,Detective Chinatown,125842935,474252,0.4%,125368683,99.6%,2015.csv,2015,0.003768602504383738,0.9962313974956163
1199,Wolf Totem,125837070,210591,0.2%,125626479,99.8%,2015.csv,2015,0.0016735211651065938,0.9983264788348934
1200,Mechanic: Resurrection,125729635,21218403,16.9%,104511232,83.1%,2016.csv,2016,0.1687621458536804,0.8312378541463196
1201,Ender's Game,125544024,61737191,49.2%,63806833,50.8%,2013.csv,2013,0.49175730578780874,0.5082426942121913
1202,Happy Death Day,125479266,55683845,44.4%,69795421,55.6%,2017.csv,2017,0.44376929173302626,0.5562307082669737
1203,Captain Underpants: The First Epic Movie,125427681,73921000,58.9%,51506681,41.1%,2017.csv,2017,0.5893515642691345,0.4106484357308655
1204,Tomorrow Never Dies,125304276,125304276,100%,0,-,1997.csv,1997,1.0,0.0
1205,"Legally Blonde 2: Red, White & Blonde",124914842,90186328,72.2%,34728514,27.8%,2003.csv,2003,0.7219824846754399,0.2780175153245601
1206,The Family Man,124745083,75793305,60.8%,48951778,39.2%,2000.csv,2000,0.6075855110056723,0.39241448899432774
1207,Ride Along 2,124605297,91221830,73.2%,33383467,26.8%,2015.csv,2015,0.7320862932496361,0.2679137067503639
1208,Coraline,124596837,75286229,60.4%,49310608,39.6%,2009.csv,2009,0.6042386854491338,0.39576131455086616
1209,The Thomas Crown Affair,124305181,69305181,55.8%,55000000,44.2%,1999.csv,1999,0.5575405662294961,0.4424594337705039
1210,Notting Hill,124182015,116089678,93.5%,8092337,6.5%,1999.csv,1999,0.9348348712170599,0.0651651287829401
1211,The Birdcage,124060553,124060553,100%,0,-,1996.csv,1996,1.0,0.0
1212,Ray,123971376,75331600,60.8%,48639776,39.2%,2004.csv,2004,0.6076531731002163,0.39234682689978373
1213,The Time Machine,123729176,56832494,45.9%,66896682,54.1%,2002.csv,2002,0.4593297703687932,0.5406702296312068
1214,The Theory of Everything,123726688,35893537,29%,87833151,71%,2014.csv,2014,0.2901034334645731,0.7098965665354269
1215,The Queen,123384128,56441711,45.7%,66942417,54.3%,2006.csv,2006,0.4574470956264326,0.5425529043735674
1216,The Wedding Singer,123306987,80245725,65.1%,43061262,34.9%,1998.csv,1998,0.6507800324404974,0.3492199675595025
1217,Nanny McPhee,123276807,47144110,38.2%,76132697,61.8%,2005.csv,2005,0.3824248141014879,0.6175751858985121
1218,Big Fish,123218424,66809693,54.2%,56408731,45.8%,2003.csv,2003,0.5422053848051165,0.4577946151948835
1219,Hide and Seek,123204920,51100486,41.5%,72104434,58.5%,2005.csv,2005,0.41476010860605245,0.5852398913939476
1220,The Curse of La Llorona,123133739,54733739,44.5%,68400000,55.5%,2019.csv,2019,0.4445064321485438,0.5554935678514562
1221,The Lego Ninjago Movie,123081555,59281555,48.2%,63800000,51.8%,2017.csv,2017,0.4816445079849698,0.5183554920150302
1222,The Pirates! Band of Misfits,123054041,31051126,25.2%,92002915,74.8%,2012.csv,2012,0.25233731251458863,0.7476626874854114
1223,Looking Up,122994583,84267,<0.1%,122910316,99.9%,2019.csv,2019,0.0006851277344466463,0.9993148722655534
1224,Zombieland: Double Tap,122810399,73123082,59.5%,49687317,40.5%,2019.csv,2019,0.5954144160056023,0.40458558399439776
1225,Dragon Blade,122593849,74068,<0.1%,122519781,99.9%,2015.csv,2015,0.0006041738684621934,0.9993958261315378
1226,Spirit: Stallion of the Cimarron,122563539,73280117,59.8%,49283422,40.2%,2002.csv,2002,0.5978949171825073,0.40210508281749274
1227,Surrogates,122444772,38577772,31.5%,83867000,68.5%,2009.csv,2009,0.3150626308487879,0.6849373691512121
1228,Invictus,122233971,37491364,30.7%,84742607,69.3%,2009.csv,2009,0.3067180399465219,0.6932819600534781
1229,Clear and Present Danger,122187717,122187717,100%,0,-,1994.csv,1994,1.0,0.0
1230,Prisoners,122126687,61002302,50%,61124385,50%,2013.csv,2013,0.4995001788593512,0.5004998211406488
1231,Secret Superstar,122026260,0,-,122026260,100%,2017.csv,2017,0.0,1.0
1232,Peter Pan,121975011,48462608,39.7%,73512403,60.3%,2003.csv,2003,0.3973158731668407,0.6026841268331593
1233,The Bodyguard,121945720,121945720,100%,0,-,1992.csv,1992,1.0,0.0
1234,Deepwater Horizon,121790373,61433527,50.4%,60356846,49.6%,2016.csv,2016,0.5044202221139433,0.4955797778860567
1235,Wayne's World,121697323,121697323,100%,0,-,1992.csv,1992,1.0,0.0
1236,Pride & Prejudice,121616555,38405088,31.6%,83211467,68.4%,2005.csv,2005,0.31578832339067653,0.6842116766093235
1237,Last Christmas,121550750,35150750,28.9%,86400000,71.1%,2019.csv,2019,0.2891857927655732,0.7108142072344268
1238,Speed,121248145,121248145,100%,0,-,1994.csv,1994,1.0,0.0
1239,Soul,120957731,0,-,120957731,100%,2020.csv,2020,0.0,1.0
1240,The Nut Job,120885527,64251541,53.2%,56633986,46.8%,2014.csv,2014,0.531507307735855,0.4684926922641451
1241,Intolerable Cruelty,120801243,35327628,29.2%,85473615,70.8%,2003.csv,2003,0.2924442424818427,0.7075557575181574
1242,Apocalypto,120673227,50866635,42.2%,69806592,57.8%,2006.csv,2006,0.42152378174157884,0.5784762182584211
1243,Instant Family,120556201,67363237,55.9%,53192964,44.1%,2018.csv,2018,0.5587704028596588,0.4412295971403412
1244,Eight Below,120455994,81612565,67.8%,38843429,32.2%,2006.csv,2006,0.6775301277244866,0.3224698722755133
1245,Red Cliff II,120432178,0,-,120432178,100%,2009.csv,2009,0.0,1.0
1246,We Bought a Zoo,120081841,75624550,63%,44457291,37%,2011.csv,2011,0.629775071486454,0.37022492851354605
1247,The Pianist,120072577,32572577,27.1%,87500000,72.9%,2002.csv,2002,0.27127407284679167,0.7287259271532084
1248,The Omen,119974972,54607383,45.5%,65367589,54.5%,2006.csv,2006,0.4551564554647281,0.544843544535272
1249,The Commuter,119942387,36343858,30.3%,83598529,69.7%,2017.csv,2017,0.3030109614210029,0.6969890385789971
1250,The Mask,119938730,119938730,100%,0,-,1994.csv,1994,1.0,0.0
1251,Extreme Job,119932733,1565885,1.3%,118366848,98.7%,2019.csv,2019,0.013056360518358236,0.9869436394816418
1252,The Addams Family 2,119815153,56489153,47.1%,63326000,52.9%,2021.csv,2021,0.4714691888763018,0.5285308111236982
1253,Parental Guidance,119772232,77267296,64.5%,42504936,35.5%,2012.csv,2012,0.6451186114658028,0.35488138853419715
1254,Road Trip,119754278,68540777,57.2%,51213501,42.8%,2000.csv,2000,0.5723451232364325,0.4276548767635675
1255,Spy Kids 2: Island of Lost Dreams,119723358,85846429,71.7%,33876929,28.3%,2002.csv,2002,0.7170399363505991,0.2829600636494008
1256,Dora and the Lost City of Gold,119682635,60477943,50.5%,59204692,49.5%,2019.csv,2019,0.505319280445321,0.4946807195546789
1257,Wonder Park,119559110,45216793,37.8%,74342317,62.2%,2019.csv,2019,0.37819613244026323,0.6218038675597368
1258,Allied,119520023,40098064,33.5%,79421959,66.5%,2016.csv,2016,0.33549243878575896,0.664507561214241
1259,Charlie Wilson's War,119483446,66661095,55.8%,52822351,44.2%,2007.csv,2007,0.5579107167699198,0.44208928323008023
1260,Sahara,119240351,68671925,57.6%,50568426,42.4%,2005.csv,2005,0.5759117985152526,0.4240882014847474
1261,Unfaithful,119137784,52775765,44.3%,66362019,55.7%,2002.csv,2002,0.442980918631154,0.557019081368846
1262,I Belonged to You,119107580,744541,0.6%,118363039,99.4%,2016.csv,2016,0.006250995948368693,0.9937490040516314
1263,The Shallows,119100758,55124043,46.3%,63976715,53.7%,2016.csv,2016,0.46283536667331704,0.537164633326683
1264,Forever Young,119055731,0,-,119055731,100%,2017.csv,2017,0.0,1.0
1265,Final Destination 3,118890272,54098051,45.5%,64792221,54.5%,2006.csv,2006,0.4550250419142787,0.5449749580857213
1266,Message in a Bottle,118880016,52880016,44.5%,66000000,55.5%,1999.csv,1999,0.4448183788938925,0.5551816211061075
1267,Hankyu Railways - A 15-minute Miracle,118799256,0,-,118799256,100%,2011.csv,2011,0.0,1.0
1268,Lost in Translation,118685453,44585453,37.6%,74100000,62.4%,2003.csv,2003,0.3756606380396088,0.6243393619603912
1269,The Purge: Election Year,118587880,79213375,66.8%,39374505,33.2%,2016.csv,2016,0.6679719293405025,0.3320280706594974
1270,Jurassic Park 2013 Re-release,118192315,45385935,38.4%,72806380,61.6%,2013.csv,2013,0.38400072796611184,0.6159992720338882
1271,A Cool Fish,118153135,551876,0.5%,117601259,99.5%,2018.csv,2018,0.004670853634141828,0.9953291463658581
1272,Disturbia,118114220,80209692,67.9%,37904528,32.1%,2007.csv,2007,0.6790858204879988,0.3209141795120012
1273,Why Him?,118102725,60323786,51.1%,57778939,48.9%,2016.csv,2016,0.5107738707976467,0.4892261292023533
1274,Corpse Bride,118090836,53359111,45.2%,64731725,54.8%,2005.csv,2005,0.4518480248543587,0.5481519751456413
1275,P Storm,117991727,326711,0.3%,117665016,99.7%,2019.csv,2019,0.0027689314183866466,0.9972310685816134
1276,Saving Mr. Banks,117867984,83301580,70.7%,34566404,29.3%,2013.csv,2013,0.7067362753909493,0.29326372460905076
1277,Pompeii,117831631,23219748,19.7%,94611883,80.3%,2014.csv,2014,0.19705869979852864,0.8029413002014714
1278,Magic Mike XXL,117813057,66013057,56%,51800000,44%,2015.csv,2015,0.5603203811271954,0.43967961887280455
1279,The Notebook,117812623,81001787,68.8%,36810836,31.2%,2004.csv,2004,0.6875476068468487,0.3124523931531513
1280,Blue Streak,117758500,68518533,58.2%,49239967,41.8%,1999.csv,1999,0.581856367056306,0.4181436329436941
1281,Basic Instinct,117727224,117727224,100%,0,-,1992.csv,1992,1.0,0.0
1282,Game Night,117679066,69179066,58.8%,48500000,41.2%,2018.csv,2018,0.5878621266419637,0.41213787335803637
1283,The Forgotten,117592831,67133509,57.1%,50459322,42.9%,2004.csv,2004,0.5708979742140914,0.42910202578590867
1284,A Knight's Tale,117487473,56569702,48.1%,60917771,51.9%,2001.csv,2001,0.4814956059187689,0.5185043940812311
1285,Hotel for Dogs,117252578,73034460,62.3%,44218118,37.7%,2009.csv,2009,0.6228814858126189,0.377118514187381
1286,Paycheck,117248958,53790451,45.9%,63458507,54.1%,2003.csv,2003,0.4587712498050516,0.5412287501949484
1287,Water for Elephants,117094902,58709717,50.1%,58385185,49.9%,2011.csv,2011,0.5013857648559286,0.49861423514407144
1288,Warm Bodies,116980662,66380662,56.7%,50600000,43.3%,2013.csv,2013,0.5674498747493838,0.4325501252506162
1289,Barnyard,116755080,72637803,62.2%,44117277,37.8%,2006.csv,2006,0.6221382658467624,0.3778617341532377
1290,The Siege,116672912,40981289,35.1%,75691623,64.9%,1998.csv,1998,0.35124938854701765,0.6487506114529823
1291,Finding Neverland,116650613,51680613,44.3%,64970000,55.7%,2004.csv,2004,0.4430376461030685,0.5569623538969315
1292,Freddy vs. Jason,116632628,82622655,70.8%,34009973,29.2%,2003.csv,2003,0.7084008687517527,0.29159913124824727
1293,Abraham Lincoln: Vampire Hunter,116471580,37519139,32.2%,78952441,67.8%,2012.csv,2012,0.32213127872052566,0.6778687212794744
1294,Personal Tailor,116126458,375892,0.3%,115750566,99.7%,2013.csv,2013,0.0032369195312923434,0.9967630804687077
1295,Body of Lies,115900897,39394666,34%,76506231,66%,2008.csv,2008,0.33989957817151323,0.6601004218284868
1296,The Chronicles of Riddick,115900534,57761012,49.8%,58139522,50.2%,2004.csv,2004,0.49836709121633554,0.5016329087836644
1297,The Iron Lady,115890699,30017992,25.9%,85872707,74.1%,2011.csv,2011,0.25901985456140875,0.7409801454385913
1298,Dragon Ball Super: Broly,115757940,30712119,26.5%,85045821,73.5%,2018.csv,2018,0.26531328218176653,0.7346867178182335
1299,A Nightmare on Elm Street,115694863,63075011,54.5%,52619852,45.5%,2010.csv,2010,0.5451841971583474,0.4548158028416525
1300,Detective Conan: The Fist of Blue Sapphire,115570314,0,-,115570314,100%,2019.csv,2019,0.0,1.0
1301,Closer,115505027,33987757,29.4%,81517270,70.6%,2004.csv,2004,0.2942534873395597,0.7057465126604403
1302,Bride Wars,115375850,58715510,50.9%,56660340,49.1%,2009.csv,2009,0.5089064132571938,0.49109358674280623
1303,Pitch Perfect,115350426,65001093,56.4%,50349333,43.6%,2012.csv,2012,0.5635097784554346,0.4364902215445654
1304,The Gentlemen,115171795,36471795,31.7%,78700000,68.3%,2019.csv,2019,0.31667297535824634,0.6833270246417537
1305,The Monkey King 3,115084576,187074,0.2%,114897502,99.8%,2018.csv,2018,0.0016255349457081026,0.998374465054292
1306,Snow Dogs,115035090,81172560,70.6%,33862530,29.4%,2002.csv,2002,0.7056330377104933,0.2943669622895066
1307,Dear John,114984666,80014842,69.6%,34969824,30.4%,2010.csv,2010,0.6958740220195969,0.3041259779804031
1308,So Young,114926694,11186,<0.1%,114915508,100%,2013.csv,2013,9.733160861653256e-05,0.9999026683913834
1309,The Lake House,114830111,52330111,45.6%,62500000,54.4%,2006.csv,2006,0.455717673215521,0.5442823267844791
1310,Book of Love,114679097,0,-,114679097,100%,2016.csv,2016,0.0,1.0
1311,We Were Soldiers,114660784,78122718,68.1%,36538066,31.9%,2002.csv,2002,0.6813377274657393,0.3186622725342607
1312,Office Christmas Party,114501299,54767494,47.8%,59733805,52.2%,2016.csv,2016,0.47831329843690246,0.5216867015630976
1313,Hope Springs,114281051,63536011,55.6%,50745040,44.4%,2012.csv,2012,0.5559627816163504,0.4440372183836496
