Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Domestic %,Foreign %
5401,Water Boys,7200000,0,-,7200000,100%,2021.csv,2021,0.0,1.0
5402,Dear Tutu: Operation T-Rex,7200000,0,-,7200000,100%,2021.csv,2021,0.0,1.0
5403,Widow of St. Pierre,7193889,3193889,44.4%,4000000,55.6%,2000.csv,2000,0.44397251611749916,0.5560274838825008
5404,1492: Conquest of Paradise,7191399,7191399,100%,0,-,1992.csv,1992,1.0,0.0
5405,North,7182747,7182747,100%,0,-,1994.csv,1994,1.0,0.0
5406,Men,7168716,7168716,100%,0,-,2022.csv,2022,1.0,0.0
5407,Couple from the Future,7160729,0,-,7160729,100%,2021.csv,2021,0.0,1.0
5408,The (UN)perfect Guy,7154649,0,-,7154649,100%,2020.csv,2020,0.0,1.0
5409,Bohemian Rhapsody 2020 Re-release,7154052,240000,3.4%,6914052,96.6%,2020.csv,2020,0.03354742179676636,0.9664525782032336
5410,Dear God,7138523,7138523,100%,0,-,1996.csv,1996,1.0,0.0
5411,Back to the Wharf,7090000,0,-,7090000,100%,2020.csv,2020,0.0,1.0
5412,Adu,7085946,0,-,7085946,100%,2020.csv,2020,0.0,1.0
5413,Croupier,7075068,6201143,87.6%,873925,12.4%,2000.csv,2000,0.8764782190079304,0.12352178099206962
5414,Tri bogatyrya i Kon' na trone,7056441,0,-,7056441,100%,2021.csv,2021,0.0,1.0
5415,House Arrest,7032782,7032782,100%,0,-,1996.csv,1996,1.0,0.0
5416,Fatale,7031289,6306897,89.7%,724392,10.3%,2020.csv,2020,0.896975931440167,0.10302406855983305
5417,Star Kid,7029025,7029025,100%,0,-,1998.csv,1998,1.0,0.0
5418,Three Wishes,7027517,7027517,100%,0,-,1995.csv,1995,1.0,0.0
5419,BASEketball,7027290,7027290,100%,0,-,1998.csv,1998,1.0,0.0
5420,Last of the Dogmen,7024389,7024389,100%,0,-,1995.csv,1995,1.0,0.0
5421,Fearless,6995302,6995302,100%,0,-,1993.csv,1993,1.0,0.0
5422,Spycies,6989285,0,-,6989285,100%,2020.csv,2020,0.0,1.0
5423,Children of the Corn II: The Final Sacrifice,6980986,6980986,100%,0,-,1993.csv,1993,1.0,0.0
5424,Trial by Jury,6971777,6971777,100%,0,-,1994.csv,1994,1.0,0.0
5425,The Wedding Banquet,6933459,6933459,100%,0,-,1993.csv,1993,1.0,0.0
5426,Jim Button and the Wild 13,6928412,0,-,6928412,100%,2020.csv,2020,0.0,1.0
5427,Dragon Rider,6913743,0,-,6913743,100%,2020.csv,2020,0.0,1.0
5428,Never Talk to Strangers,6858261,6858261,100%,0,-,1995.csv,1995,1.0,0.0
5429,The Slurb,6854681,0,-,6854681,100%,2001.csv,2001,0.0,1.0
5430,200 Cigarettes,6852450,6852450,100%,0,-,1999.csv,1999,1.0,0.0
5431,Exit to Eden,6841570,6841570,100%,0,-,1994.csv,1994,1.0,0.0
5432,Panther,6834525,6834525,100%,0,-,1995.csv,1995,1.0,0.0
5433,Mixed Nuts,6821850,6821850,100%,0,-,1994.csv,1994,1.0,0.0
5434,China: The Panda Adventure,6784985,3921642,57.8%,2863343,42.2%,2001.csv,2001,0.5779883080065763,0.4220116919934237
5435,The Road Home,6780490,1280490,18.9%,5500000,81.1%,2001.csv,2001,0.1888491834660917,0.8111508165339083
5436,Caught Up,6754958,6754958,100%,0,-,1998.csv,1998,1.0,0.0
5437,Gone with the Wind 1998 Re-release,6750112,6750112,100%,0,-,1998.csv,1998,1.0,0.0
5438,The Piano Teacher,6749315,1012069,15%,5737246,85%,2001.csv,2001,0.14995136543486265,0.8500486345651374
5439,Smoke Signals,6745362,6745362,100%,0,-,1998.csv,1998,1.0,0.0
5440,The Mambo Kings,6742168,6742168,100%,0,-,1992.csv,1992,1.0,0.0
5441,Finnick,6739708,0,-,6739708,100%,2022.csv,2022,0.0,1.0
5442,Fortress,6739141,6739141,100%,0,-,1993.csv,1993,1.0,0.0
5443,Psy 3: W imie zasad,6725146,0,-,6725146,100%,2020.csv,2020,0.0,1.0
5444,Blood Moon Party,6709383,0,-,6709383,100%,2020.csv,2020,0.0,1.0
5445,Rabbit Academy,6687481,0,-,6687481,100%,2022.csv,2022,0.0,1.0
5446,U Turn,6682098,6682098,100%,0,-,1997.csv,1997,1.0,0.0
5447,Innocence,6659968,0,-,6659968,100%,2020.csv,2020,0.0,1.0
5448,Duets,6620242,4739023,71.6%,1881219,28.4%,2000.csv,2000,0.7158383334023137,0.2841616665976863
5449,The Hunted,6609661,6609661,100%,0,-,1995.csv,1995,1.0,0.0
5450,Best of the Best II,6608687,6608687,100%,0,-,1993.csv,1993,1.0,0.0
5451,Once Upon a Forest,6582052,6582052,100%,0,-,1993.csv,1993,1.0,0.0
5452,Shubh Mangal Zyada Saavdhan,6574905,0,-,6574905,100%,2020.csv,2020,0.0,1.0
5453,The Road to Wellville,6562513,6562513,100%,0,-,1994.csv,1994,1.0,0.0
5454,Lost & Found,6552255,6552255,100%,0,-,1999.csv,1999,1.0,0.0
5455,Chhapaak,6532100,604334,9.3%,5927766,90.7%,2020.csv,2020,0.09251756709174691,0.907482432908253
5456,Under the Sand,6531687,1452698,22.2%,5078989,77.8%,2001.csv,2001,0.22240777918476498,0.777592220815235
5457,Warriors of Virtue,6524620,6524620,100%,0,-,1997.csv,1997,1.0,0.0
5458,The Quintessential Quintuplets Movie,6515943,0,-,6515943,100%,2022.csv,2022,0.0,1.0
5459,"Love Me, Love Me Not",6494241,0,-,6494241,100%,2020.csv,2020,0.0,1.0
5460,Switchback,6492660,6492660,100%,0,-,1997.csv,1997,1.0,0.0
5461,The Real McCoy,6484246,6484246,100%,0,-,1993.csv,1993,1.0,0.0
5462,Mighty Aphrodite,6468498,6468498,100%,0,-,1995.csv,1995,1.0,0.0
5463,The Devil's Backbone,6459020,755249,11.7%,5703771,88.3%,2001.csv,2001,0.11692934841508464,0.8830706515849154
5464,Gods and Monsters,6451628,6451628,100%,0,-,1998.csv,1998,1.0,0.0
5465,Hammamet,6434874,0,-,6434874,100%,2020.csv,2020,0.0,1.0
5466,The Temp,6419876,6419876,100%,0,-,1993.csv,1993,1.0,0.0
5467,The Straight Story,6416325,6203044,96.7%,213281,3.3%,1999.csv,1999,0.9667596326557648,0.03324036734423521
5468,Six Degrees of Separation,6405918,6405918,100%,0,-,1993.csv,1993,1.0,0.0
5469,Lindenberg! Mach dein Ding,6404964,0,-,6404964,100%,2020.csv,2020,0.0,1.0
5470,Midnight Swan,6397065,0,-,6397065,100%,2020.csv,2020,0.0,1.0
5471,Nausicaä of the Valley of the Wind 2020 Re-release,6395525,0,-,6395525,100%,2020.csv,2020,0.0,1.0
5472,Most Wanted,6391946,6391946,100%,0,-,1997.csv,1997,1.0,0.0
5473,Cyrano,6388842,3873124,60.6%,2515718,39.4%,2022.csv,2022,0.6062325535676105,0.3937674464323895
5474,Article 99,6375979,6375979,100%,0,-,1992.csv,1992,1.0,0.0
5475,Affliction,6330054,6330054,100%,0,-,1998.csv,1998,1.0,0.0
5476,Simply Black,6323750,0,-,6323750,100%,2020.csv,2020,0.0,1.0
5477,My Boyfriend's Meds,6292780,2971116,47.2%,3321664,52.8%,2020.csv,2020,0.47214680951820975,0.5278531904817902
5478,Adieu Monsieur Haffmann,6274720,0,-,6274720,100%,2022.csv,2022,0.0,1.0
5479,Bill & Ted Face the Music,6274027,3439660,54.8%,2834367,45.2%,2020.csv,2020,0.5482379977006793,0.4517620022993207
5480,The House of the Spirits,6265311,6265311,100%,0,-,1994.csv,1994,1.0,0.0
5481,Dick,6262878,6262878,100%,0,-,1999.csv,1999,1.0,0.0
5482,Widows' Peak,6243722,6243722,100%,0,-,1994.csv,1994,1.0,0.0
5483,Topsy-Turvy,6208548,6208548,100%,0,-,1999.csv,1999,1.0,0.0
5484,Night and the City,6202756,6202756,100%,0,-,1992.csv,1992,1.0,0.0
5485,Hotel Belgrade,6199413,0,-,6199413,100%,2020.csv,2020,0.0,1.0
5486,The Secret of Roan Inish,6159269,6159269,100%,0,-,1995.csv,1995,1.0,0.0
5487,Almost Heroes,6136856,6136856,100%,0,-,1998.csv,1998,1.0,0.0
5488,Folks!,6132924,6132924,100%,0,-,1992.csv,1992,1.0,0.0
5489,Kull the Conqueror,6112613,6112613,100%,0,-,1997.csv,1997,1.0,0.0
5490,Short Cuts,6110979,6110979,100%,0,-,1993.csv,1993,1.0,0.0
5491,Farewell My Concubine,6095491,5216888,85.6%,878603,14.4%,1993.csv,1993,0.855860175989104,0.14413982401089592
5492,Kingmaker,6049522,0,-,6049522,100%,2022.csv,2022,0.0,1.0
5493,Megiddo: The Omega Code 2,6047691,6047691,100%,0,-,2001.csv,2001,1.0,0.0
5494,Chaos,6042938,0,-,6042938,100%,2001.csv,2001,0.0,1.0
5495,Foolish,6033999,6033999,100%,0,-,1999.csv,1999,1.0,0.0
5496,How to Be a Good Wife,6029102,0,-,6029102,100%,2020.csv,2020,0.0,1.0
5497,Gold Diggers: The Secret of Bear Mountain,6029091,6029091,100%,0,-,1995.csv,1995,1.0,0.0
5498,Notre Dame on Fire,6026824,0,-,6026824,100%,2022.csv,2022,0.0,1.0
5499,The Legacy Of Dr. Death: Black File,6024046,0,-,6024046,100%,2020.csv,2020,0.0,1.0
5500,Trapped in Paradise,6017509,6017509,100%,0,-,1994.csv,1994,1.0,0.0
5501,The Walking Dead,6014341,6014341,100%,0,-,1995.csv,1995,1.0,0.0
5502,The Cemetery Club,6011745,6011745,100%,0,-,1993.csv,1993,1.0,0.0
5503,Now or Never,5995963,0,-,5995963,100%,2000.csv,2000,0.0,1.0
5504,The Rhythm Section,5989583,5437971,90.8%,551612,9.2%,2020.csv,2020,0.9079047740051353,0.09209522599486475
5505,Light It Up,5985690,5985690,100%,0,-,1999.csv,1999,1.0,0.0
5506,The Boxer,5980578,5980578,100%,0,-,1997.csv,1997,1.0,0.0
5507,Jak zostalem gangsterem. Historia prawdziwa,5975729,0,-,5975729,100%,2020.csv,2020,0.0,1.0
5508,Les Boys II,5974732,5974732,100%,0,-,1998.csv,1998,1.0,0.0
5509,Central Station,5969553,5969553,100%,0,-,1998.csv,1998,1.0,0.0
5510,The Lion King 2020 Re-release,5948352,0,-,5948352,100%,2020.csv,2020,0.0,1.0
5511,Last Dance,5939449,5939449,100%,0,-,1996.csv,1996,1.0,0.0
5512,Inventing the Abbotts,5936344,5936344,100%,0,-,1997.csv,1997,1.0,0.0
5513,Gang Related,5906773,5906773,100%,0,-,1997.csv,1997,1.0,0.0
5514,Ed Wood,5887457,5887457,100%,0,-,1994.csv,1994,1.0,0.0
5515,The Opposite of Sex,5881367,5881367,100%,0,-,1998.csv,1998,1.0,0.0
5516,Twiceborn,5880157,11527,0.2%,5868630,99.8%,2020.csv,2020,0.001960321807734045,0.9980396781922659
5517,Palmetto,5878911,5878911,100%,0,-,1998.csv,1998,1.0,0.0
5518,The Policeman's Lineage,5869939,0,-,5869939,100%,2022.csv,2022,0.0,1.0
5519,Tom Thumb,5867304,0,-,5867304,100%,2001.csv,2001,0.0,1.0
5520,Heaven & Earth,5864949,5864949,100%,0,-,1993.csv,1993,1.0,0.0
5521,The Last Seduction,5842603,5842603,100%,0,-,1994.csv,1994,1.0,0.0
5522,The Royal Bride,5830719,0,-,5830719,100%,2020.csv,2020,0.0,1.0
5523,The Tie That Binds,5830454,5772529,99%,57925,1%,1995.csv,1995,0.9900650961314504,0.009934903868549515
5524,Beasts Clawing at Straws,5796059,0,-,5796059,100%,2020.csv,2020,0.0,1.0
5525,Radiation House,5793450,0,-,5793450,100%,2022.csv,2022,0.0,1.0
5526,Bordello of Blood,5781045,5781045,100%,0,-,1996.csv,1996,1.0,0.0
5527,Bheeshma Parvam,5779651,0,-,5779651,100%,2022.csv,2022,0.0,1.0
5528,Goliath,5770632,0,-,5770632,100%,2022.csv,2022,0.0,1.0
5529,Kolya,5770254,5770254,100%,0,-,1997.csv,1997,1.0,0.0
5530,Get on the Bus,5754249,5754249,100%,0,-,1996.csv,1996,1.0,0.0
5531,The Golden Bowl,5753678,3050532,53%,2703146,47%,2001.csv,2001,0.5301881683333687,0.4698118316666313
5532,Airheads,5751882,5751882,100%,0,-,1994.csv,1994,1.0,0.0
5533,Beyond Rangoon,5750110,5750110,100%,0,-,1995.csv,1995,1.0,0.0
5534,Lesson in Murder,5739164,0,-,5739164,100%,2022.csv,2022,0.0,1.0
5535,One Eight Seven,5727130,5727130,100%,0,-,1997.csv,1997,1.0,0.0
5536,Screamers,5711695,5711695,100%,0,-,1996.csv,1996,1.0,0.0
5537,Mary Reilly,5707094,5707094,100%,0,-,1996.csv,1996,1.0,0.0
5538,Kundun,5684789,5684789,100%,0,-,1997.csv,1997,1.0,0.0
5539,Cold Comfort Farm,5682429,5682429,100%,0,-,1996.csv,1996,1.0,0.0
5540,Hear No Evil,5679569,5679569,100%,0,-,1993.csv,1993,1.0,0.0
5541,Down in the Delta,5672903,5672903,100%,0,-,1998.csv,1998,1.0,0.0
5542,Last Letter,5663972,0,-,5663972,100%,2020.csv,2020,0.0,1.0
5543,The Pallbearer,5656388,5656388,100%,0,-,1996.csv,1996,1.0,0.0
5544,Swing Kids,5632086,5632086,100%,0,-,1993.csv,1993,1.0,0.0
5545,Phantoms,5624282,5624282,100%,0,-,1998.csv,1998,1.0,0.0
5546,Yowamushi Pedal: The Movie 2020 Re-release,5624218,0,-,5624218,100%,2020.csv,2020,0.0,1.0
5547,Batman: Mask of the Phantasm,5617391,5617391,100%,0,-,1993.csv,1993,1.0,0.0
5548,Hocus Pocus 2020 Re-release,5609193,4828000,86.1%,781193,13.9%,2020.csv,2020,0.8607298768289842,0.13927012317101586
5549,Indochine,5603158,5603158,100%,0,-,1992.csv,1992,1.0,0.0
5550,A Fish Tale,5595327,563911,10.1%,5031416,89.9%,2001.csv,2001,0.10078249224754872,0.8992175077524512
5551,Gridlock'd,5571205,5571205,100%,0,-,1997.csv,1997,1.0,0.0
5552,Klassikokkutulek 2: Pulmad ja matused,5543147,0,-,5543147,100%,2020.csv,2020,0.0,1.0
5553,Black & White,5541431,5277299,95.2%,264132,4.8%,2000.csv,2000,0.9523350556922932,0.0476649443077068
5554,Before Sunrise,5535405,5535405,100%,0,-,1995.csv,1995,1.0,0.0
5555,Wind,5519569,5519569,100%,0,-,1992.csv,1992,1.0,0.0
5556,Slums of Beverly Hills,5502773,5502773,100%,0,-,1998.csv,1998,1.0,0.0
5557,Three of Hearts,5495507,5495507,100%,0,-,1993.csv,1993,1.0,0.0
5558,Ride,5485295,5485295,100%,0,-,1998.csv,1998,1.0,0.0
5559,Made,5480653,5313300,96.9%,167353,3.1%,2001.csv,2001,0.9694647699827009,0.030535230017299034
5560,Of Mice and Men,5471088,5471088,100%,0,-,1992.csv,1992,1.0,0.0
5561,Mama Weed,5432038,29151,0.5%,5402887,99.5%,2020.csv,2020,0.005366494122463797,0.9946335058775362
5562,Split Second,5430822,5430822,100%,0,-,1992.csv,1992,1.0,0.0
5563,Belle Epoque,5418216,5418216,100%,0,-,1994.csv,1994,1.0,0.0
5564,Read My Lips,5393526,1471911,27.3%,3921615,72.7%,2001.csv,2001,0.2729032918354338,0.7270967081645662
5565,The Exorcism of God,5333869,0,-,5333869,100%,2022.csv,2022,0.0,1.0
5566,Charlotte Gray,5323109,741394,13.9%,4581715,86.1%,2001.csv,2001,0.139278380360049,0.860721619639951
5567,Orlando,5319445,5319445,100%,0,-,1993.csv,1993,1.0,0.0
5568,Divorce Club,5316313,0,-,5316313,100%,2020.csv,2020,0.0,1.0
5569,Dangerous Ground,5303931,5303931,100%,0,-,1997.csv,1997,1.0,0.0
5570,The in Crowd,5280035,5280035,100%,0,-,2000.csv,2000,1.0,0.0
5571,Screen Two: Persuasion,5269757,5269757,100%,0,-,1995.csv,1995,1.0,0.0
5572,A Piece of Cake,5264608,0,-,5264608,100%,2020.csv,2020,0.0,1.0
5573,Siegfried & Roy: The Magic Box,5231283,5231283,100%,0,-,1999.csv,1999,1.0,0.0
5574,Cindy La Regia,5222322,0,-,5222322,100%,2020.csv,2020,0.0,1.0
5575,Miami Rhapsody,5221281,5221281,100%,0,-,1995.csv,1995,1.0,0.0
5576,Jane Eyre,5200601,5200601,100%,0,-,1996.csv,1996,1.0,0.0
5577,Run,5184368,0,-,5184368,100%,2020.csv,2020,0.0,1.0
5578,The House of Mirth,5164404,3043284,58.9%,2121120,41.1%,2000.csv,2000,0.5892807766394729,0.4107192233605272
5579,Jack the Bear,5145823,5145823,100%,0,-,1993.csv,1993,1.0,0.0
5580,The Cherry Bushido,5122729,17586,0.3%,5105143,99.7%,2022.csv,2022,0.0034329358433756695,0.9965670641566243
5581,Love Aaj Kal,5120794,0,-,5120794,100%,2020.csv,2020,0.0,1.0
5582,Solo,5107669,5107669,100%,0,-,1996.csv,1996,1.0,0.0
5583,Masked Ward,5107013,0,-,5107013,100%,2020.csv,2020,0.0,1.0
5584,Top Dog,5093707,5093707,100%,0,-,1995.csv,1995,1.0,0.0
5585,Ayyappanum Koshiyum,5088713,0,-,5088713,100%,2020.csv,2020,0.0,1.0
5586,Ghost in the Machine,5086909,5086909,100%,0,-,1993.csv,1993,1.0,0.0
5587,Baba Parasi,5084342,0,-,5084342,100%,2020.csv,2020,0.0,1.0
5588,Die Känguru-Chroniken,5081127,0,-,5081127,100%,2020.csv,2020,0.0,1.0
5589,Celebrity,5078660,5078660,100%,0,-,1998.csv,1998,1.0,0.0
5590,Otto - Der Katastrofenfilm,5058355,0,-,5058355,100%,2000.csv,2000,0.0,1.0
5591,The Real Exorcist,5035830,0,-,5035830,100%,2020.csv,2020,0.0,1.0
5592,The Lover,5013090,4899194,97.7%,113896,2.3%,1992.csv,1992,0.9772802802263674,0.02271971977363263
5593,Mayday,5011408,0,-,5011408,100%,2020.csv,2020,0.0,1.0
5594,Heaven's Prisoners,5009305,5009305,100%,0,-,1996.csv,1996,1.0,0.0
5595,Bheeshma,4997080,0,-,4997080,100%,2020.csv,2020,0.0,1.0
5596,Made in Abyss: Dawn of the Deep Soul,4971635,0,-,4971635,100%,2020.csv,2020,0.0,1.0
5597,Jakob the Liar,4956401,4956401,100%,0,-,1999.csv,1999,1.0,0.0
5598,Godai - The Wunderkind,4948225,0,-,4948225,100%,2020.csv,2020,0.0,1.0
5599,Innocent Blood,4943279,4943279,100%,0,-,1992.csv,1992,1.0,0.0
5600,Girl 6,4939939,4939939,100%,0,-,1996.csv,1996,1.0,0.0
5601,Surf Ninjas,4916135,4916135,100%,0,-,1993.csv,1993,1.0,0.0
5602,Hilary and Jackie,4912892,4912892,100%,0,-,1998.csv,1998,1.0,0.0
5603,The Playboys,4906900,4906900,100%,0,-,1992.csv,1992,1.0,0.0
5604,Military Wives,4890505,0,-,4890505,100%,2020.csv,2020,0.0,1.0
5605,Panga,4886124,582720,11.9%,4303404,88.1%,2020.csv,2020,0.11926017432222351,0.8807398256777765
5606,Little Buddha,4858139,4858139,100%,0,-,1994.csv,1994,1.0,0.0
5607,The Tales for Old and Young,4853143,0,-,4853143,100%,2020.csv,2020,0.0,1.0
5608,Streltsov,4850073,0,-,4850073,100%,2020.csv,2020,0.0,1.0
5609,Diggstown,4836637,4836637,100%,0,-,1992.csv,1992,1.0,0.0
5610,Angus,4821759,4821759,100%,0,-,1995.csv,1995,1.0,0.0
5611,Passion Fish,4814619,4814619,100%,0,-,1992.csv,1992,1.0,0.0
5612,Wolves,4811282,4811282,100%,0,-,1999.csv,1999,1.0,0.0
5613,The SpongeBob Movie: Sponge on the Run,4810790,4810790,100%,0,-,2020.csv,2020,1.0,0.0
5614,The Empty Man,4796993,2992948,62.4%,1804045,37.6%,2020.csv,2020,0.6239216942780613,0.37607830572193873
5615,Into the West,4790801,4790801,100%,0,-,1993.csv,1993,1.0,0.0
5616,The Vets,4788826,0,-,4788826,100%,2020.csv,2020,0.0,1.0
5617,The Broken Hearts Gallery,4781389,4067442,85.1%,713947,14.9%,2020.csv,2020,0.8506820925885763,0.14931790741142376
5618,Gladiator 20th Anniversary,4780585,0,-,4780585,100%,2020.csv,2020,0.0,1.0
5619,Mansfield Park,4775847,4775847,100%,0,-,1999.csv,1999,1.0,0.0
5620,Whipped,4775009,4159986,87.1%,615023,12.9%,2000.csv,2000,0.8711996144928732,0.1288003855071268
5621,Stealing Beauty,4762310,4722310,99.2%,40000,0.8%,1996.csv,1996,0.9916007147791723,0.008399285220827708
5622,Intruder,4751103,0,-,4751103,100%,2020.csv,2020,0.0,1.0
5623,A Walk on the Moon,4750660,4750660,100%,0,-,1999.csv,1999,1.0,0.0
5624,Hamlet,4739189,4708156,99.3%,31033,0.7%,1996.csv,1996,0.9934518332145015,0.006548166785498532
5625,Persian Lessons,4736459,0,-,4736459,100%,2020.csv,2020,0.0,1.0
5626,Your Friends and Neighbors,4714658,4714658,100%,0,-,1998.csv,1998,1.0,0.0
5627,Held Up,4705631,4705631,100%,0,-,2000.csv,2000,1.0,0.0
5628,Maigret,4691909,0,-,4691909,100%,2022.csv,2022,0.0,1.0
5629,National Lampoon's Senior Trip,4686937,4686937,100%,0,-,1995.csv,1995,1.0,0.0
5630,Les Segpa,4675530,0,-,4675530,100%,2022.csv,2022,0.0,1.0
5631,Radio Flyer,4651977,4651977,100%,0,-,1992.csv,1992,1.0,0.0
5632,Blade Runner The Final Cut,4642280,3740330,80.6%,901950,19.4%,1992.csv,1992,0.805709694374316,0.19429030562568392
5633,The Wandering Moon,4636788,0,-,4636788,100%,2022.csv,2022,0.0,1.0
5634,Black Beauty,4630377,4630377,100%,0,-,1994.csv,1994,1.0,0.0
5635,Joe's Apartment,4619014,4619014,100%,0,-,1996.csv,1996,1.0,0.0
5636,Little Voice,4611784,4611784,100%,0,-,1998.csv,1998,1.0,0.0
5637,Y cómo es él?,4604380,1479147,32.1%,3125233,67.9%,2022.csv,2022,0.32124781186609275,0.6787521881339073
5638,Les Boys,4602341,4602341,100%,0,-,1997.csv,1997,1.0,0.0
5639,The Cursed,4588389,4588389,100%,0,-,2022.csv,2022,1.0,0.0
5640,Welcome to the Dollhouse,4569019,4569019,100%,0,-,1996.csv,1996,1.0,0.0
5641,Mumford,4555459,4555459,100%,0,-,1999.csv,1999,1.0,0.0
5642,Swingers,4555020,4555020,100%,0,-,1996.csv,1996,1.0,0.0
5643,Dangerous Beauty,4553271,4553271,100%,0,-,1998.csv,1998,1.0,0.0
5644,Waiting for Bojangles,4538023,0,-,4538023,100%,2022.csv,2022,0.0,1.0
5645,Mediterraneo,4532791,4532791,100%,0,-,1992.csv,1992,1.0,0.0
5646,McHale's Navy,4529843,4529843,100%,0,-,1997.csv,1997,1.0,0.0
5647,Sweet and Lowdown,4525794,4197015,92.7%,328779,7.3%,1999.csv,1999,0.9273544045531016,0.07264559544689837
5648,"Blood In, Blood Out",4496583,4496583,100%,0,-,1993.csv,1993,1.0,0.0
5649,Flawless,4488529,4488529,100%,0,-,1999.csv,1999,1.0,0.0
5650,Bob Roberts,4479470,4479470,100%,0,-,1992.csv,1992,1.0,0.0
5651,Kaathu Vaakula Rendu Kadhal,4474859,0,-,4474859,100%,2022.csv,2022,0.0,1.0
5652,The Jungle Book 2000 Re-release,4466472,0,-,4466472,100%,2000.csv,2000,0.0,1.0
5653,Ed,4422380,4422380,100%,0,-,1996.csv,1996,1.0,0.0
5654,Wagons East,4412297,4412297,100%,0,-,1994.csv,1994,1.0,0.0
5655,The Tao of Steve,4406030,4342203,98.6%,63827,1.4%,2000.csv,2000,0.9855137164295296,0.014486283570470469
5656,Simply Irresistible,4398989,4398989,100%,0,-,1999.csv,1999,1.0,0.0
5657,A Life Less Ordinary,4366722,4366722,100%,0,-,1997.csv,1997,1.0,0.0
5658,Bogus,4357406,4357406,100%,0,-,1996.csv,1996,1.0,0.0
5659,Meet the Deedles,4356216,4356216,100%,0,-,1998.csv,1998,1.0,0.0
5660,Brainscan,4352094,4352094,100%,0,-,1994.csv,1994,1.0,0.0
5661,Mr. Nanny,4348572,4348572,100%,0,-,1993.csv,1993,1.0,0.0
5662,PCU,4330020,4330020,100%,0,-,1994.csv,1994,1.0,0.0
5663,Permis de construire,4298296,0,-,4298296,100%,2022.csv,2022,0.0,1.0
5664,Mohabbatein,4279351,1070000,25%,3209351,75%,2000.csv,2000,0.25003791462770875,0.7499620853722913
5665,Pawankhind,4260686,0,-,4260686,100%,2022.csv,2022,0.0,1.0
5666,Four Rooms,4257354,4257354,100%,0,-,1995.csv,1995,1.0,0.0
5667,Antonia's Line,4249321,4228275,99.5%,21046,0.5%,1996.csv,1996,0.9950472087187576,0.004952791281242344
5668,Vysehrad: Fylm,4239903,0,-,4239903,100%,2022.csv,2022,0.0,1.0
5669,Exotica,4221036,4221036,100%,0,-,1995.csv,1995,1.0,0.0
5670,Detroit Rock City,4217115,4217115,100%,0,-,1999.csv,1999,1.0,0.0
5671,The Godfather 2022 Re-release,4214662,1414662,33.6%,2800000,66.4%,2022.csv,2022,0.33565253868518996,0.66434746131481
5672,Gloria,4197729,4197729,100%,0,-,1999.csv,1999,1.0,0.0
5673,To Gillian on Her 37th Birthday,4189233,4189233,100%,0,-,1996.csv,1996,1.0,0.0
5674,East Is East,4177818,4177818,100%,0,-,2000.csv,2000,1.0,0.0
5675,Playing God,4166918,4166918,100%,0,-,1997.csv,1997,1.0,0.0
5676,Priest,4165845,4165845,100%,0,-,1995.csv,1995,1.0,0.0
5677,Free! The Final Stroke Part 2,4162396,0,-,4162396,100%,2022.csv,2022,0.0,1.0
5678,Twin Peaks: Fire Walk with Me,4160851,4160851,100%,0,-,1992.csv,1992,1.0,0.0
5679,Idle Hands,4152230,4152230,100%,0,-,1999.csv,1999,1.0,0.0
5680,Kama Sutra: A Tale of Love,4109095,4109095,100%,0,-,1997.csv,1997,1.0,0.0
5681,Kissing a Fool,4106588,4106588,100%,0,-,1998.csv,1998,1.0,0.0
5682,This Boy's Life,4104962,4104962,100%,0,-,1993.csv,1993,1.0,0.0
5683,Man Trouble,4096030,4096030,100%,0,-,1992.csv,1992,1.0,0.0
5684,Meet Wally Sparks,4073582,4073582,100%,0,-,1997.csv,1997,1.0,0.0
5685,Le Dîner de Cons,4071548,4071548,100%,0,-,1999.csv,1999,1.0,0.0
5686,Bossa Nova,4069261,1823297,44.8%,2245964,55.2%,2000.csv,2000,0.4480658773177734,0.5519341226822265
5687,Tank Girl,4064495,4064495,100%,0,-,1995.csv,1995,1.0,0.0
5688,Runway 34,4062826,0,-,4062826,100%,2022.csv,2022,0.0,1.0
5689,Peter's Friends,4058564,4058564,100%,0,-,1992.csv,1992,1.0,0.0
5690,Belle de Jour,4037017,4037017,100%,0,-,1995.csv,1995,1.0,0.0
5691,Passed Away,4030793,4030793,100%,0,-,1992.csv,1992,1.0,0.0
5692,Erkan & Stefan,4026949,0,-,4026949,100%,2000.csv,2000,0.0,1.0
5693,Restoration,4005941,4005941,100%,0,-,1995.csv,1995,1.0,0.0
5694,Fluke,3987768,3987768,100%,0,-,1995.csv,1995,1.0,0.0
5695,The Pebble and the Penguin,3983912,3983912,100%,0,-,1995.csv,1995,1.0,0.0
5696,Playing by Heart,3970078,3970078,100%,0,-,1999.csv,1999,1.0,0.0
5697,In Our Prime,3969245,0,-,3969245,100%,2022.csv,2022,0.0,1.0
5698,The Winslow Boy,3957934,3957934,100%,0,-,1999.csv,1999,1.0,0.0
5699,Koniec swiata czyli Kogel Mogel 4,3957350,0,-,3957350,100%,2022.csv,2022,0.0,1.0
5700,Gordy,3941146,3941146,100%,0,-,1995.csv,1995,1.0,0.0
5701,Pettson & Findus - Katten och gubbens år,3920489,0,-,3920489,100%,2000.csv,2000,0.0,1.0
5702,Warlock: The Armageddon,3902679,3902679,100%,0,-,1993.csv,1993,1.0,0.0
